Judul,Deskripsi,Status,Link
 Informasi Pasukan Ukraina Menyandera Dua WNI Tidak Benar,"Cek Fakta Liputan6.com mendapati informasi pasukan Ukraina menyandera dua orang warga negara Indonesia (WNI). Kabar tersebut diunggah salah satu akun Facebook, pada 15 Maret 2022.

Informasi pasukan Ukraina menyandera dua WNI berupa video berdurasi 2 menit 38 detik, menampilan  potongan-potongan video yang didalamnya terdapat tulisan ""Ukraina ingin libatkan Indoensia pasukan Ukraina menyadera 2 WNI.""

Dalam video tersebut terdapat narasi sebagai berikut:

""Paman putin telah menyetujui tentara bayaran khususnya didatangkan dari Suriah, lebih dari 16 ribu pasukan berani mati akan mendukung Rusia untuk perang di Ukraina, seperti yang dilansir dari Vivamiliter, sikap ini diambil rusia pasca NATO mengabil tindakan dengan mengirimkannya 30 ribu pasukan yang terlatih perang di Timur Tengah.

Selain itu yang jadi pertimbangan Rusia adalah pasca ribuan warga asing disandera oleh kelompok radikal rusia termasuk dua WNI di dalamnya.""

Video tersebut diberi keterangan sebagai berikut:

""Setuju dari tahun 2008 presiden Putin sudah memberikan teguran lewat omongan pada US, tapi tak di indahkan ,,Putin memperingatkan bahwa dunia ini tidak boleh di run oleh satu negara atau satu kelompok saja , dan setelah melewati geswork Ukraina , waktu USSR jatuh dan pecah , kemudian Lithuania dan Latvia di ambil NATO , atau masuk dalam NATO presiden Putin tegas kan tidak mengapa , ambil kata Putin ,,, tapi US serakah jauh jauh hari Putin bilang Ukraina jangan ,, ternyata pada 2008 Ukraina dan Georgia di undang NATO , untuk bergabung , setelah putin tahu , US di kasi tau putin Amerika Serikat beverycarefuly,,Dan sekarang di Ukraina tentara nya menembaki warga sipil/ warga nya sendiri karena sebagian warga nya berdiri dengan Rusia,, Di tonton biar tidak gagal paham ya ,,""",Salah [Fabricated Content],https://cekfakta.com/focus/9482
 Pembalap MotoGP Marc Marquez Berjoget Dangdut di Mandalika,"Beredar di media sosial postingan video pembalap MotoGP Marc Marquez sedang berjoget dangdut di Mandalika. Postingan itu menyebar sejak tengah pekan kemarin.

Salah satu akun ada yang mempostingnya di Facebook. Akun itu mengunggahnya pada 19 Maret 2022.

Dalam postingannya terdapat video berdurasi 26 detik. Dalam video itu Marc Marquez berjoget dengan diiringi lagu dangdut.

Postingannya disertai narasi: ""Mandalika geger Marc Marquez Goyang Dangdut di tiktok""",Salah [Misleading Content],https://cekfakta.com/focus/9481
 Baim Wong Meninggal Dunia,"“Innalilahi Ya Allah… , Kabar Duka Dari Baim Wong, Mohon Do’anya Semoga Beliau Diterima Disisih Allah,Amin”",Salah [Misleading Content],https://cekfakta.com/focus/9480
 Video Mayat Propaganda NATO di Ukraina yang Sedang Merokok,"“HOAX Propaganda NATO di Ukraina mementaskan tumpukan kantong mayat di sebuah truk, yang diklaim sebagai mayat warga sipil, korban serangan Rusia. Namun, dari tumpukan",Salah [Misleading Content],https://cekfakta.com/focus/9479
 Sule Meninggal Dunia,"“https://bit.ly/3thZ1A6”
Narasi dalam tautan:
“Innalilahi Wainna Ilaihirojiun Akang Sulle ,,,,,,,, DIA Meninggal Dunia Setelah Mengalami Kecelakaan Maut ”

",Salah [Misleading Content],https://cekfakta.com/focus/9478
 Video Rusia Luncurkan Pertempuran kepada Ukraina,“Rusia meluncurkan pertempuran dengan Ukraina @WD10”,Salah [Manipulated Content],https://cekfakta.com/focus/9477
 Informasi Pengangkatan PPPK Tanpa Tes,“Merujuk Keputusan Menteri PENDAYAGUNAAN APARATUR SIPIL NEGARA PENGUSULAN ASN/PPPK 2022 Yang telah Diajukan Setiap instansi. Dan Hasil Tes PPPK TAHAP PERTAMA DAN KEDUA. Masih Banyak Peserta yang Gagal. Untuk Mengisi Kouta kekosonganya. Mnberikan Kebijakan Kepada Seluruh Seluruh Tenaga Honorer Guru. Administrasi. Dan Tenaga Penyuluh Pertanian dan Kesehatan. Yang Berumur 35 Tahun keatas. Untuk diangkat Menjadi PPPK. ATAU YANG DIKENAL PEGAWAI PEMERINTAH DENGAN PERJANJIAN KERJA . Untuk Lebih Jelasnya Silahkan Konfirmasi Lansung Bagian Pengadaan Dan Kepangkatan PNS BKN PUSAT JAKARTA. Drs SATYA PRATAMA S. SOS. M. Sc. No Wa: 0823-3780-5109.”,Salah [Impostor Content],https://cekfakta.com/focus/9476
 Kantor Presiden Bank Indonesia di Kesultanan Buton,"“PERNYATAAN RESMI PERSERIKATAN BANGSA-BANGSA

Inilah Kantor Presiden Bank Dunia yang telah resmi dan sah saat ini, tempat Jenderal Besar L.M. Syahrial, SH Presiden Bank Dunia yang telah resmi dan sah saat ini berkantor dan bertempat tinggal.

Alamat : Kompleks BTN Meddy Brata Jl. Rajawali Blok B2 Nomor 10 Baubau, DKI Bau-Bau ( Kesultanan Buton ), Indonesia.

Dikeluarkan di : Bau-Bau
Pada Tanggal : 27 Maret 2014

KETUA
PERSERIKATAN BANGSA-BANGSA

TTD

JENDERAL BESAR L.M. SYAHRIAL, SH”",Salah [Misleading Content],https://cekfakta.com/focus/9475
: Marquez Ditolak Rumah Sakit Karena Tak Punya BPJS dan Peduli Lindungi Belum Aktif,"“Marquez ditolak RS krn gak punya BPJS dan peduli lindungi blom aktif
Gak bawa surat rujukan dari faskes pertama dan surat keterangan lupa di tanda tangan RT/rw setempat
Welcome Mar

🥰
🥰
margues ditolak oleh puskesmas",Salah [Satire],https://cekfakta.com/focus/9474
 Foto Istri Wakil Presiden Ukraina Siap Perang Bela Negara,““Istri Wakil Presiden Ukraina. Siap perang bela negaranya.”,Salah [False Context],https://cekfakta.com/focus/9473
 Video UFO di Chernobyl bulan Januari 2022,"“We are not alone in the universe. Chernobyl, Ukraine. January 2022. #UFO #OVNI #UAP #Aliens #ETs #Ebens #Anomaly #UfoTwitter #IBelieve 🛸👽”",Salah [False Context],https://cekfakta.com/focus/9472
 Foto Jejak Kaki Janin di Perut Ibunya,“What a stunning picture I was never quick enough to capture anything like this”,Salah [Manipulated Content],https://cekfakta.com/focus/9471
 Dokumen Pelunasan Hutang dan Dana Hibah dari Kesultanan Buton Kepada Perancis,"PERNYATAAN RESMI NEGARA KESULTANAN BUTON DAN NEGARA PRANCIS TENTANG PENYELESAIAN PELUNASAN UTANG DAN PEMBERIAN BANTUAN DANA HIBAH KEPADA NEGARA PRANCIS SEBESAR 1,5 TRILIUN EURO OLEH SULTAN BUTON JENDERAL BESAR L.M. SYAHRIAL, SH SELAKU PEMILIK DANA HIBAH DIMAKSUD YANG ADALAH PEMILIK, PEMIMPIN TERTINGGI, PEMIMPIN, PEMEGANG KEKUASAAN TERTINGGI, PEMEGANG KEKUASAAN DAN PEMEGANG OTORITAS BANK DUNIA, PERBANKAN DAN KEUANGAN PERSERIKATAN BANGSA-BANGSA, SELURUH NEGARA, NEGARA KESULTANAN BUTON ( IBUKOTA DUNIA DAN SELURUH NEGARA ), NEGARA UNI EROPA, NEGARA REPUBLIK INDONESIA DAN NEGARA PRANCIS DAN JUGA PEMILIK, PENJAMIN, JAMINAN DAN YANG BERHAK DAN BERWENANG MENCETAK, MENGELUARKAN, MENGEDARKAN, MENGAWASI, MEMERIKSA DAN MENGEVALUASI SELURUH UANG ( UANG KARTAL DAN UANG GIRAL ) SELURUH NEGARA DI DUNIA, NEGARA UNI EROPA, NEGARA REPUBLIK INDONESIA DAN NEGARA PRANCIS YANG TELAH RESMI DAN SAH SEJAK TAHUN 2012 SAMPAI SELAMANYA YANG JUGA KETUA PERSERIKATAN BANGSA-BANGSA YANG TELAH RESMI DAN SAH SEJAK TAHUN 2012 SAMPAI SELAMANYA YANG JUGA ADALAH KEPALA NEGARA DAN KEPALA PEMERINTAHAN KESULTANAN BUTON ( KESULTANAN DUNIA ), SELURUH NEGARA, NEGARA KESULTANAN BUTON ( IBUKOTA DUNIA DAN SELURUH NEGARA ), NEGARA UNI EROPA, NEGARA REPUBLIK INDONESIA DAN NEGARA PRANCIS YANG TELAH RESMI DAN SAH SEJAK TANGGAL 5 APRIL 2014 SAMPAI SELAMANYA DAN 3 % DARI BANTUAN DANA HIBAH DIMAKSUD TELAH LANGSUNG MASUK SECARA OTOMATIS KE DALAM REKENING PRIBADI ISTRINYA TERCINTA JENDERAL GISELLA ANASTASIA SYAHRIAL IBU NEGARA PRANCIS DI BANK SWASTA DAN ATAU BANK PEMERINTAH MANAPUN DI SELURUH NEGARA DI DUNIA DENGAN MEMPERLIHATKAN KARTU SEBAGAI ISTRI SULTAN BUTON JENDERAL BESAR L.M. SYAHRIAL, SH DAN IBU NEGARA PRANCIS. Aaamiin.",Salah [Fabricated Content],https://cekfakta.com/focus/9470
 Video “Marquez goyang dangdut”,“Marquez goyang dangdut”.,Salah [Manipulated Content],https://cekfakta.com/focus/9469
 Gambar Tangkapan Layar Artikel Tempo “Saking Bencinya Menag & Islam Nusantara Terhadapa Arab Sampai Logo Halal Yg tadinya Pakai Huruf Arab pun di ganti Dgn Gambar Wayang”,“Saking Bencinya Menag & Islam Nusantara Terhadapa Arab Sampai Logo Halal Yg tadinya Pakai Huruf Arab pun di ganti Dgn Gambar Wayang”,Salah [Manipulated Content],https://cekfakta.com/focus/9468
" Gambar Tangkapan Layar Artikel SINDONEWS.com “Menag Yaqut: Saya Pastikan Pembangunan KIBLAT Yang Baru Untuk Umat Islam Nusantara, Akan Segera Di Bangun Dan Kami Sudah Bekerjasama dgn pemerintahan China, Dan Lokasi Pembangunan nya Bertempat Di China”","“Menag Yaqut: Saya Pastikan Pembangunan KIBLAT Yang Baru Untuk Umat Islam Nusantara, Akan Segera Di Bangun Dan Kami Sudah Bekerjasama dgn pemerintahan China, Dan Lokasi Pembangunan nya Bertempat Di China”",Salah [Manipulated Content],https://cekfakta.com/focus/9467
"Menyesatkan, Paten Sistem Cryptocurrency dari Tubuh Manusia Milik Microsoft Terkait dengan Simbol Iblis 666","
Sebuah video dengan klaim bahwa teknologi tato elektronik yang diprediksi Microsoft yang terkait dengan simbol iblis 666 untuk tujuan cryptocurrency atau sistem pembayaran dari tubuh manusia, beredar di media sosial pada pekan ketiga Maret 2022. Tempo memperoleh permintaan pembaca di Telegram untuk memverifikasi video tersebut.
Video itu dibuka dengan menunjukkan berita dari Detik.com berjudul  Bill Gates Prediksi Teknologi yang Bakal Gantikan Smartphone pada 5 Maret 2022. Berita tersebut berisi pernyataan pendiri Microsoft Bill Gates yang memprediksi teknologi tato elektronik akan menggantikan smartphone di masa depan. Tato tersebut berfungsi untuk menganalisa dan mengumpulkan data dari tubuh manusia, seperti informasi kesehatan. 
Narator dalam video itu kemudian melakukan pencarian dengan kata kunci ‘Paten 060606’ yang menghubungkan dengan pengajuan paten dari Microsoft. Teknologi ini disebut menggunakan tubuh untuk sistem pembayaran. Video ini juga menghubungkan teknologi Microsoft tersebut dengan simbol 666, yang dikenal sebagai simbol iblis, antikristus atau kejahatan secara umum. 
Tangkapan layar unggahan video dengan klaim paten sistem cryptocurrency dari tubuh manusia milik Microsoft terkait dengan simbol iblis 666",Salah [-],https://cekfakta.com/focus/9466
 Gambar ” Jokowi menghadang tank sendirian di kerusuhan ukraina”,Akun Facebook Jill Gabriel Isabella Erinda (fb.com/100078692490841) pada 19 Maret 2022 mengunggah sebuah gambar yang menampilkan gabungan 2 foto yaitu foto seseorang yang berdiri depan tank dan foto yang memperlihatkan Presiden Joko Widodo (Jokowi) serta narasi “Subhanallah pakdhe menghadang tank sendirian di kerusuhan ukraina.”,Salah [Satire],https://cekfakta.com/focus/9465
 Artis Senior ‘NIA DANIATI’ Meninggal Dunia Akibat Kecelakaan Mobil,“Artis Senior ‘NIA DANIATI’ Meninggal Dunia Akibat Kecelakaan Mobil”,Salah [False Context],https://cekfakta.com/focus/9464
" Gambar Tangkapan Layar Artikel Liputan6 “Tertangkap Warga, Maling Motor Ini Mengaku Seorang CEBONG Pendukung Jokowi”","“Tertangkap Warga, Maling Motor Ini Mengaku Seorang CEBONG Pendukung Jokowi”",Salah [Manipulated Content],https://cekfakta.com/focus/9463
 Surat Edaran Pengangkatan Tenaga Honorer Menjadi CPNS Tanpa Tes Oleh Kementerian Pendidikan Kebudayaan Direktorat Jenderal Guru dan Tenaga Kependidikan,"Narasi:
“Nomor :57224/A7/HM.02.00/2022
Hal : Pengangkatan tenaga Honorer

Yth : Seluruh Tenaga Honorer

Merujuk Hasil Keputusan Bersama antara Menteri Pendidikan kebudayaan Dengan KOMISI X DPR. Pemerintah Menetapkan Pengangkatan tenaga guru Honorer lewat formasi khusus, Untuk Mengisi kuota kekosongan CPNS Tahun 2022, ada empat Jenis tenaga Honorer akan diangkat Menjadi PNS tanpa tes, tenaga guru, tenaga kesehatan, tenaga Penyuluhan Pertanian, Peternakan dan Perikanan, tenaga teknis yang sangat dibutuhkan pemerintah. syarat Honorer Diangkat CPNS. Berikut syarat Honorer dan Batas Usia serta masa kerja tiga Tahun Keatas”",Salah [Impostor Content],https://cekfakta.com/focus/9462
" Menara Eiffel di Paris, Prancis di Bom",“Menara Paris / Eiffel Di Bom”.,Salah [False Context],https://cekfakta.com/focus/9461
 Video Situasi Terkini Perang Rusia Vs Ukraina,"“The war between Rusia and Ukraine….”

[Terjemahan]
“perang antara Rusia dan Ukraina”",Salah [False Context],https://cekfakta.com/focus/9460
 Judul Artikel detikNews “XI Jinping : China Siap Membiayai Seluruh Kebutuhan Pembangunan Kiblat Baru Bagi Umat Islam Nusantara”,"Akun Facebook dengan nama pengguna “Elma Firdausi New” (https://www.facebook.com/profile.php?id=100079191572671) mengunggah sebuah foto tangkapan layar artikel detikNews yang berjudul “XI Jinping : China Siap Membiayai Seluruh Kebutuhan Pembangunan Kiblat Baru Bagi Umat Islam Nusantara”. Artikel tersebut diunggah pada Selasa, 8 Maret 2022 pukul 19:22 WIB dan menyertakan foto Presiden China, Xi Jinping",Salah [Manipulated Content],https://cekfakta.com/focus/9459
 “Marquez goyang dangdut di acara pembukaan MotoGP Mandalika”,"Beredar sebuah video yang diklaim sebagai  Marquez sedang bergoyang pada acara pembukaan, dengan narasi sebagai berikut

NARASI: “Marquez goyang dangdut di acara pembukaan MotoGP Mandalika”.",Salah [False Context],https://cekfakta.com/focus/9458
 Tangkapan Layar Artikel berjudul “Bocah Perempuan 5Tahun Di Cabuli 7 Orang Yg Mengaku Dirinya CEBONG Di Grup Pendukung Anies Baswedan”,"Akun Facebook Miukyo Kyou memposting sebuah gambar tangkapan layar artikel milik FIN yang diunggah pada 15 Maret 2022 di grup Relawan Anies Baswedan. Artikel tersebut berjudul “Bocah Perempuan 5Tahun Di Cabuli 7 Orang Yg Mengaku Dirinya CEBONG Di Grup Pendukung Anies Baswedan”.

NARASI:
“Bocah Perempuan 5Tahun Di Cabuli 7 Orang Yg Mengaku Dirinya CEBONG Di Grup Pendukung Anies Baswedan”",Salah [Manipulated Content],https://cekfakta.com/focus/9457
 Link untuk Mendaftar PKH,Akun Facebook Aidol Songge memposting sebuah informasi mengenai program dana bantuan sosial dan program keluarga harapan dari pemerintah bagi yang sudah memiliki E-KTP. Bantuan tersebut bisa diambil pertanggal 15 Maret 2021 dengan besar nominal Rp950.000. Pada postingan tersebut terdapat link untuk mendaftar.,Salah [Fabricated Content],https://cekfakta.com/focus/9456
 Video Pesawat Menyemprotkan Zat Yang Dapat Membuat Orang Sakit Tenggorokan dan Demam,"Sebuah unggahan di media sosial Facebook mengklaim sebuah pesawat menyemprotkan zat yang dapat menyebabkan orang sakit tenggorokan dan demam. Unggahan dalam bentuk video tersebut dibagikan saat Indonesia mengalami lonjakan kasus Covid-19 varian Omicron.

Narasi:
“Pnyebab sakit tengorokan dan demam di mana2”

“Apa 1 Indonesia sakit tenggorokan, meriang, dan demam, pala pusying, badan linu2?”

penyakit disebar melalui pesawat",Salah [Misleading Content],https://cekfakta.com/focus/9455
 Foto Tentara Ukraina Menangis,Sebuah foto di media sosial Facebook diklaim sebagai foto salah seorang tentara Ukraina yang menangis. Foto tersebut dibagikan setelah Rusia menginvasi Ukraina yang menunjukkan bahwa gambar tersebut berasal dari konflik saat ini di Ukraina.,Salah [False Context],https://cekfakta.com/focus/9454
 Video Kereta Mengangkut Kendaraan Militer NATO Menuju Ukraina,"Beredar sebuah video melalui Facebook yang menunjukkan kereta panjang mengangkut kendaraan dan peralatan militer lainnya seperti tank, video tersebut diklaim merupakan upaya NATO untuk menyokong peralatan militer untuk Ukraina sedang dalam perjalanan dengan menggunakan kereta.

NARASI:
“DARI NATO DENGAN CINTA KE UKRAINA!!! Jangan tanya saya apa yang ada di kabin di ujung konvoi, saya juga penasaran! Diktator yang didorong ego telah menggigit lebih dari yang bisa dia kunyah. Jangan pernah meremehkan lawanmu, #IStandWithUkraine ambil atau tinggalkan dan oh tetap ‘apa’ Anda alergi dan muak dengan itu”",Salah [False Context],https://cekfakta.com/focus/9453
 Kamala Harris Menertawakan Pertanyaan Tentang Pengungsi Ukraina,"Akun Twitter @tomselliott (Tom Elliott) mengunggah cuplikan video konferensi pers gabungan Wakil Presiden AS, Kamala Harris, dan Presiden Polandia, Andrzej Duda. Konferensi pers tersebut dilaksanakan di Warsawa pada 10 Maret lalu.

Dalam cuitannya, Tom Elliot menyatakan bahwa Kamala Harris tertawa ketika mendengar pertanyaan mengenai rencana Amerika Serikat untuk memperbaiki infrastruktur yang telah ada, sehingga bisa menampung lebih banyak pengungsi yang datang dari Ukraina.",Salah [Misleading Content],https://cekfakta.com/focus/9452
 Pengobatan Tumor Ganas/ Kanker CELL CURE RS Gatot Subroto Jakarta,"Beredar kembali klaim yang menyatakan RS Gatot Subroto telah berhasil menyembuhkan kanker stadium 4 dengan pengobatan cell cure. Disebutkan juga bahwa yayasan Miracle Hope ingin membantu asalkan pasien mengisikan biotada kemudian dikirimkan ke email atas nama Fani Ferdiani atau tin Blackberry.

NARASI:
“Kawan2…..
RS Gatot Subroto Jakarta, sudah mulai ada pengobatan tumor ganas/ kanker CELL CURE, telah berhasil menyembuhkan kanker stadium 4, tanpa operasi, tanpa chemo therapy…
Equipment tsb hibah dari pemerintah Jerman.
Teknologi tsb hanya ada di Jerman dan Indonesia
Buat Bpk2/Ibu2 yg punya kerabat, atau teman yg saat ini menderita kanker dan tidak mempunyai dana lagi.
Yayasan Miracle Hope ingin membantu untuk mengobati penderita kanker jenis apapun.
Silahkan berikan data untuk pemeriksaan darah dan obat akan diberikan secara gratis.
Silahkan isi data
Nama :
Alamat :
Jenis kanker :
Surat keterangan tidak mampu dari RT, RW setempat
Kirim via email:
Fani.ferdiani@yahoo.com
PIN 23823ADB
Bantu Broadcast juga ya kalau bisa … mungkin di luar sana ada yang benar-benar sedang membutuhkan.
1hari #1kebaikan
share dari sdr..untuk sdr2 yg membutuhkan.
tolong di share group2 lain”
Rs gatot subroto pengobatan kanker tanpa operasi",Salah [Misleading Content],https://cekfakta.com/focus/9451
 Video “Cara Ngebajak Wa Doi”,"NARASI: “Cara Ngebajak Wa Doi” (di dalam video).

“sad banget🥺🥺 #njirt” (di post).",Salah [Misleading Content],https://cekfakta.com/focus/9450
 Alfamart Bagikan 100 Botol Minyak Goreng Gratis pada 18 Maret 2022,"Beredar di media sosial postingan yang mengklaim Alfamart akan membagikan 100 botol minyak goreng gratis pada 18 Maret 2022. Postingan itu ramai dibagikan sejak pekan lalu.

Salah satu akun ada yang mengunggahnya di Facebook. Akun itu mempostingnya pada 15 Maret 2022.

Berikut isi postingannya:

""Untuk merayakan berita gembira 23 ulang tahun ALFAMART hanya dalam beberapa hari, kami memiliki kejutan khusus untuk semua orang yang telah membagikan dan berkomentar sebelum 18 Maret pukul 18.00, semua orang yang melakukannya akan menerima paket 100 botol Minyak Goreng GRATIS (pengiriman hari berikutnya).bagikan ke 5 grup aktif untuk validasi diri anda jika anda terpilih maka ikuti langkahnya""",Salah [Fabricated Content],https://cekfakta.com/focus/9449
 Video Cara Meretas Akun WhatsApp,"Sebuah video berisi tata cara meretas akun WhatsApp seseorang beredar di media sosial. Video tersebut disebarkan oleh salah satu akun TikTok pada 10 Maret 2022 lalu.

Video berdurasi 16 detik itu menampilkan klaim cara meretas akun WhatsApp. Pengguna diminta masuk ke menu 'setelan', kemudian pilih 'bantuan' dan diminta memasukkan nomor telepon yang ingin diretas akun WhatsAppnya ke kolom 'hubungi kami'.

""sad banget🥺🥺,"" tulis salah satu akun TikTok.

Konten yang disebarkan akun TikTok tersebut telah 527 ribu kali disukai dan mendapat 3807 komentar warganet.",Salah [Fabricated Content],https://cekfakta.com/focus/9448
